id,customer_message,gold_intent,predicted_intent,intent_correct,decision,gold_escalation,predicted_escalation,draft_reply,groundedness,resolution_correctness,helpfulness,completeness,tone,unsupported_claims,overall,brief_reason
174,"@VirginTrains Think you missing the point - where are the staff, why is there no comms, why only police visible? Why didn’t you ensure station facilities stayed open?",station_facilities,station_facilities,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
175,Nothing I enjoy more than 2 hours stood up on a train journey I paid £83 for @VirginTrains #affordabletravel #londoncommute,seat_reservation,seat_reservation,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
176,@VirginTrains I don’t know why ticket acceptance wasn’t used in this case but the ticket officer told me to buy it and contact you later for a refund,refund_compensation,refund_compensation,True,AUTO-HANDLE,y,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
177,@VirginTrains ?? Any answer on this pls? Still delayed at Leeds (45 mins late) think 19:15 is my only option.,train_status,train_status,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
178,@VirginTrains Thanks HP,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
179,@VirginTrains hi - what’s the situation with delayed services from Euston To MK and can I get a ticket refund and swap for London Midland whizz aren’t delayed ?? Ta,train_status,refund_compensation,False,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
180,@VirginTrains absolutely disgusted your not replying to me why I’m sat on the floor of one of your overcrowded trains after iv spent £88,complaint_feedback,complaint_feedback,True,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
181,@VirginTrains #ThatFridayFeeling https://t.co/OKUfb8avAD,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
182,@124107 many thanks to Derek the Duty Manager at Glasgow Central this morning and Michelle @VirginTrains for sorting out my onward travel after the disruption caused at Dunlop this morning. They dealt admirable with my dismay at missing my connection.,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
183,"@VirginTrains I paid money for your WiFi and only managed to load one email in half an hour, can I have a refund please?",wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
184,@VirginTrains is there going to be a 1935 Chester to London or not? And what time?,train_status,train_status,True,AUTO-HANDLE,y,no,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
185,"@VirginTrains We are at Euston only on a day trip, due to return at 15:00, we have first class tickets just for today...",booking_ticket,train_status,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
186,"@VirginTrains You were offering the same £99  advanced family ticket, I just needed to change date because of a hospital appt",ticket_change,ticket_change,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
187,"@VirginTrains Great, thanks",other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
188,@VirginTrains @764611 If you book directly with Virgin. They normally refund this automatically,refund_compensation,refund_compensation,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
189,@VirginTrains It's an advance,booking_ticket,fare_price,False,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
190,@VirginTrains thank you to the staff member in Birmingham New Street booking office. Late train coming in caused me to miss connection. Put on next and upgraded,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
191,@VirginTrains are you declassifying the 18.00 birmingham to london. I had a seat on at 1740 which you cancelled and now the 1800 is so full there aisles are full whilst 1st class is empty!,seat_reservation,seat_reservation,True,ESCALATE,y,yes,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
192,@VirginTrains VTN 171005BPCH,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
193,"@VirginTrains Hello, no food or drink service in 1st class on the 14.47 from Liverpool. Bolshy crew too. Will we be refunded automatically?",refund_compensation,refund_compensation,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
194,@VirginTrains Tickets accepted on chiltern?,booking_ticket,booking_ticket,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
195,"@VirginTrains I have made a complaint. Iit seems ridiculous that for a delayed train the compensation is automatic but for a completely cancelled one (which is WAY more inconvenient) there is nothing... delay = payment back in your bank within 3 days cancelled = min 7 day wait, more like 28?!",refund_compensation,refund_compensation,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
196,@VirginTrains @424125 I paid a fiver for piss poor wifi that kept dropping out. Who do i complain to for a refund?,wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
197,@VirginTrains Did she not. Here is yours ^MM feeling better now?,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
198,@VirginTrains yes but it’s the fact that OTHER staff at OTHER stations HELPED. Staff at Crewe this morning. Did not. What if I had fallen?,complaint_feedback,station_facilities,False,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
199,@VirginTrains Booked in advance. Seat reserved. Off peak single (online),seat_reservation,fare_price,False,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
200,@VirginTrains Thanks for that. Can I change my tickets to the morning given the delays?,ticket_change,other,False,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
