id,customer_message,true_intent,predicted_intent,intent_correct,intent_confidence,true_escalation,predicted_escalation,escalation_correct,decision,decision_reason,expected_resolution,draft_reply,grounding_overlap,top_similarity,evidence_strength,evidence_agreement,risk_signals,evidence_available,evidence_case_count,evidence_actions,unsupported_claim_count,unsupported_patterns,length_score,intent_relevant,retrieval_leakage
190,@VirginTrains thank you to the staff member in Birmingham New Street booking office. Late train coming in caused me to miss connection. Put on next and upgraded,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,Thank the customer for the positive feedback about the Birmingham New Street staff helping with the missed connection and upgrade.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
191,@VirginTrains are you declassifying the 18.00 birmingham to london. I had a seat on at 1740 which you cancelled and now the 1800 is so full there aisles are full whilst 1st class is empty!,seat_reservation,seat_reservation,True,0.41,True,True,True,ESCALATE,active disruption detected,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,0.25,0.221,0.451,0.6,active_disruption,True,5,station_staff,0,,3,True,False
192,@VirginTrains VTN 171005BPCH,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: very_short_message,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
193,"@VirginTrains Hello, no food or drink service in 1st class on the 14.47 from Liverpool. Bolshy crew too. Will we be refunded automatically?",refund_compensation,refund_compensation,True,0.299,True,True,True,ESCALATE,intent confidence is very low,"Review the customer's First Class service complaint and determine whether they are eligible for an automatic refund or other compensation, then provide the appropriate Customer Relations process.",Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.286,0.304,0.356,0.2,,True,5,station_staff,0,,3,False,False
194,@VirginTrains Tickets accepted on chiltern?,booking_ticket,booking_ticket,True,0.2,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.459,0.448,0.0,,True,5,,0,,3,False,False
195,"@VirginTrains I have made a complaint. Iit seems ridiculous that for a delayed train the compensation is automatic but for a completely cancelled one (which is WAY more inconvenient) there is nothing... delay = payment back in your bank within 3 days cancelled = min 7 day wait, more like 28?!",refund_compensation,refund_compensation,True,0.43,True,True,True,ESCALATE,active disruption detected,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.238,0.234,0.368,0.4,active_disruption,True,5,website_form|station_staff,0,,3,False,False
196,@VirginTrains @424125 I paid a fiver for piss poor wifi that kept dropping out. Who do i complain to for a refund?,wifi_connectivity,wifi_connectivity,True,0.45,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,Provide the appropriate contact or refund process for the customer's paid Wi-Fi service and review their eligibility for a refund due to repeated connection failures.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.04,0.234,0.267,0.2,,True,5,website_form|refund|wifi_support|direct_message,0,,3,True,False
197,@VirginTrains Did she not. Here is yours ^MM feeling better now?,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: non_support_question,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,non_support_question,False,0,,0,,3,True,False
198,@VirginTrains yes but it’s the fact that OTHER staff at OTHER stations HELPED. Staff at Crewe this morning. Did not. What if I had fallen?,complaint_feedback,station_facilities,False,0.457,True,True,True,ESCALATE,Safety-related issue requires human review.,"Acknowledge the customer's complaint about staff assistance at Crewe and the potential safety concern, and pass the incident to the appropriate team for investigation.",Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,0.238,0.199,0.224,0.2,safety,True,5,contact_aftersales,0,,3,True,False
199,@VirginTrains Booked in advance. Seat reserved. Off peak single (online),seat_reservation,fare_price,False,0.722,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.417,0.399,0.474,0.2,,True,5,website_form,0,,3,True,False
200,@VirginTrains Thanks for that. Can I change my tickets to the morning given the delays?,ticket_change,other,False,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,"Confirm that the customer's tickets can be used on the morning service tomorrow because of the delays, and explain any applicable ticket-change or validity conditions.",I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
